AthleteGUID,CompetitionID,EventID,dateid,EventName,Terrain,PerformanceValues,PerformanceUnits,CompPosition,CompRound,CompName,CompVenue,ValidPerformance,EventWind
1350366,134418,2988009,19/08/2023,10000m,outdoor,1898.17,seconds,9,Finals,WC,Budapest,1,NULL
1349077,126941,2830855,17/07/2022,10000m,outdoor,1681.81,seconds,17,Finals,WC,Eugene OR,1,NULL
1347990,134640,2994011,01/10/2023,Half Marathon,outdoor,3830,seconds,51,Finals,WC,Rīga,1,NULL
1347266,142291,3146954,02/08/2024,100m,outdoor,12.06,seconds,9,Heats,OG,Paris,1,1
1347266,142291,3147060,02/08/2024,100m,outdoor,11.9,seconds,3,Single race,OG,Paris,1,0.2
1343211,142291,3146913,01/08/2024,20km Walk,outdoor,5328,seconds,9,Finals,OG,Paris,1,NULL
1343211,134418,2988082,20/08/2023,20km Walk,outdoor,5883,seconds,38,Finals,WC,Budapest,1,NULL
1343021,134418,2988082,20/08/2023,20km Walk,outdoor,5871,seconds,37,Finals,WC,Budapest,1,NULL
1343021,126941,2830534,15/07/2022,20km Walk,outdoor,5695,seconds,22,Finals,WC,Eugene OR,1,NULL
1343021,112579,2659391,06/08/2021,20km Walk,outdoor,5811,seconds,29,Finals,OG,Sapporo,1,NULL
1343021,112541,2659304,06/08/2021,20km Walk,outdoor,5811,seconds,29,Finals,OG,Tokyo,1,NULL
1327501,123073,2753791,19/03/2022,800m,indoor,123.85,seconds,3,Heats,WC,Beograd,1,NULL
1327501,134418,2988611,23/08/2023,800m,outdoor,121.47,seconds,6,Heats,WC,Budapest,1,NULL
1327185,142291,3147079,02/08/2024,10000m,outdoor,1673.18,seconds,20,Finals,OG,Paris,1,NULL
1308716,126941,2832194,23/07/2022,800m,outdoor,104.54,seconds,4,Finals,WC,Eugene OR,1,NULL
1308716,142291,3148108,07/08/2024,800m,outdoor,104.64,seconds,1,Heats,OG,Paris,1,NULL
1366183,134418,2988039,19/08/2023,100m,outdoor,10.86,seconds,3,Single race,WC,Budapest,1,-0.3
1365383,142291,3147156,04/08/2024,110m Hurdles,outdoor,13.48,seconds,4,Heats,OG,Paris,1,0.1
1365383,142291,3147954,06/08/2024,110m Hurdles,outdoor,13.55,seconds,4,Quarter-finals,OG,Paris,1,-0.5
1364865,112541,2658096,31/07/2021,100m,outdoor,10.87,seconds,7,Single race,OG,Tokyo,1,0
1364865,134418,2988071,20/08/2023,110m Hurdles,outdoor,13.7,seconds,7,Heats,WC,Budapest,1,-0.3
1364865,123073,2754595,20/03/2022,60m Hurdles,indoor,7.82,seconds,7,Heats,WC,Beograd,1,NULL
1357359,134640,2993946,01/10/2023,Half Marathon,outdoor,4171,seconds,10,Finals,WC,Rīga,1,NULL
1356915,142291,3148595,09/08/2024,10000m,outdoor,1859.28,seconds,11,Finals,OG,Paris,1,NULL
1356071,142291,3148208,07/08/2024,3000m Steeplechase,outdoor,488.87,seconds,6,Finals,OG,Paris,1,NULL
1356071,142291,3147491,05/08/2024,3000m Steeplechase,outdoor,491.61,seconds,2,Heats,OG,Paris,1,NULL
1355172,142291,3147402,04/08/2024,100m,outdoor,10.13,seconds,6,Semi-finals,OG,Paris,1,0
1355172,142291,3147124,03/08/2024,100m,outdoor,10.02,seconds,1,Heats,OG,Paris,1,-0.3
1352171,142291,3147156,04/08/2024,110m Hurdles,outdoor,13.43,seconds,2,Heats,OG,Paris,1,1.1
1352171,142291,3148098,07/08/2024,110m Hurdles,outdoor,13.43,seconds,8,Semi-finals,OG,Paris,1,0.1
1351503,142291,3148108,07/08/2024,800m,outdoor,104.81,seconds,1,Heats,OG,Paris,1,NULL
1351503,135095,3010171,01/03/2024,800m,indoor,106.2,seconds,1,Heats,WC,Glasgow,1,NULL
1351503,142291,3148496,09/08/2024,800m,outdoor,103.69,seconds,4,Semi-finals,OG,Paris,1,NULL
1351503,135095,3032116,02/03/2024,800m,indoor,105.68,seconds,5,Semi-finals,WC,Glasgow,1,NULL
1351503,142291,3148726,10/08/2024,800m,outdoor,102.08,seconds,5,Finals,OG,Paris,1,NULL
1351503,134418,2988487,22/08/2023,800m,outdoor,106.65,seconds,3,Heats,WC,Budapest,1,NULL
1351503,134418,2988794,24/08/2023,800m,outdoor,104.35,seconds,5,Semi-finals,WC,Budapest,1,NULL
1350542,134418,2988795,24/08/2023,5000m,outdoor,813.63,seconds,7,Heats,WC,Budapest,1,NULL
1350542,134418,2988980,27/08/2023,5000m,outdoor,801.2,seconds,10,Finals,WC,Budapest,1,NULL
1194566,142291,3148401,08/08/2024,Javelin Throw,outdoor,92.97,metres,1,Finals,OG,Paris,1,NULL
1472422,142291,3147153,04/08/2024,3000m Steeplechase,outdoor,571.23,seconds,8,Heats,OG,Paris,1,NULL
1459735,142291,3147060,02/08/2024,100m,outdoor,11.81,seconds,1,Single race,OG,Paris,1,0
1459735,142291,3146954,02/08/2024,100m,outdoor,11.79,seconds,7,Heats,OG,Paris,1,0.1
1458532,135095,3021806,01/03/2024,60m,indoor,7.03,seconds,7,Heats,WC,Glasgow,1,NULL
1430681,134640,2993946,01/10/2023,Half Marathon,outdoor,4734,seconds,60,Finals,WC,Rīga,1,NULL
1425925,135095,3022321,01/03/2024,1500m,indoor,237.13,seconds,8,Heats,WC,Glasgow,1,NULL
1422808,134418,2988885,27/08/2023,Marathon,outdoor,8714,seconds,56,Finals,WC,Budapest,1,NULL
1417813,142291,3147135,03/08/2024,100m,outdoor,10.59,seconds,3,Single race,OG,Paris,1,0.3
1416324,134418,2988795,24/08/2023,5000m,outdoor,856.15,seconds,21,Heats,WC,Budapest,1,NULL
1412357,142291,3147128,03/08/2024,Pole Vault,outdoor,5.7,metres,11,Quarter-finals,OG,Paris,1,NULL
1412357,142291,3147279,05/08/2024,Pole Vault,outdoor,5.5,metres,12,Finals,OG,Paris,1,NULL
1408085,142291,3146913,01/08/2024,20km Walk,outdoor,5750,seconds,36,Finals,OG,Paris,1,NULL
1408085,134418,2988082,20/08/2023,20km Walk,outdoor,5639,seconds,26,Finals,WC,Budapest,1,NULL
1401742,123073,2753742,19/03/2022,60m,indoor,7.1,seconds,6,Heats,WC,Beograd,1,NULL
1395675,142291,3147954,06/08/2024,110m Hurdles,outdoor,14.13,seconds,7,Quarter-finals,OG,Paris,1,-1.1
1395675,142291,3147156,04/08/2024,110m Hurdles,outdoor,13.66,seconds,7,Heats,OG,Paris,1,0.3
1395675,135095,3004037,02/03/2024,60m Hurdles,indoor,7.58,seconds,3,Semi-finals,WC,Glasgow,1,NULL
1395675,135095,3006573,02/03/2024,60m Hurdles,indoor,7.69,seconds,5,Heats,WC,Glasgow,1,NULL
1393361,134640,2993946,01/10/2023,Half Marathon,outdoor,4715,seconds,59,Finals,WC,Rīga,1,NULL
1393222,120524,2694832,13/08/2021,Decathlon,outdoor,7356,points,15,Finals,WC,Helsinki,0,NULL
1393220,120524,2694832,13/08/2021,Decathlon,outdoor,8666,points,1,Finals,WC,Helsinki,0,NULL
1393212,120524,2694832,13/08/2021,Decathlon,outdoor,7769,points,12,Finals,WC,Helsinki,0,NULL
1386593,134418,2988080,20/08/2023,400m Hurdles,outdoor,50.62,seconds,8,Heats,WC,Budapest,1,NULL
1371116,134418,2988080,20/08/2023,400m Hurdles,outdoor,50.53,seconds,9,Heats,WC,Budapest,1,NULL
1361620,123073,2753704,18/03/2022,800m,indoor,109.22,seconds,3,Heats,WC,Beograd,1,NULL
1361620,126941,2832194,23/07/2022,800m,outdoor,104.14,seconds,2,Finals,WC,Eugene OR,1,NULL
1361620,142291,3148108,07/08/2024,800m,outdoor,105.84,seconds,1,Heats,OG,Paris,1,NULL
1361595,134418,2988590,23/08/2023,5000m,outdoor,942.56,seconds,19,Heats,WC,Budapest,1,NULL
1361595,142291,3147080,02/08/2024,5000m,outdoor,947.3,seconds,19,Heats,OG,Paris,1,NULL
1360325,112541,2658108,30/07/2021,5000m,outdoor,925.72,seconds,15,Heats,OG,Tokyo,1,NULL
1360325,134418,2988590,23/08/2023,5000m,outdoor,937.02,seconds,16,Heats,WC,Budapest,1,NULL
1360319,134418,2988075,20/08/2023,10000m,outdoor,1750.07,seconds,22,Finals,WC,Budapest,1,NULL
1360185,142291,3148217,07/08/2024,Discus Throw,outdoor,65.61,metres,9,Finals,OG,Paris,1,NULL
1360185,142291,3147514,05/08/2024,Discus Throw,outdoor,65.18,metres,7,Quarter-finals,OG,Paris,1,NULL
1353425,142291,3146913,01/08/2024,20km Walk,outdoor,5772,seconds,37,Finals,OG,Paris,1,NULL
1350857,126941,2830535,16/07/2022,10000m,outdoor,1812.15,seconds,5,Finals,WC,Eugene OR,1,NULL
1350857,112541,2658108,30/07/2021,5000m,outdoor,902.59,seconds,8,Heats,OG,Tokyo,1,NULL
1350857,126941,2831950,20/07/2022,5000m,outdoor,931.03,seconds,11,Heats,WC,Eugene OR,1,NULL
1350857,123073,2753621,18/03/2022,3000m,indoor,526.53,seconds,8,Finals,WC,Beograd,1,NULL
1350760,142291,3147765,06/08/2024,400m,outdoor,43.81,seconds,2,Semi-finals,OG,Paris,1,NULL
1350760,126941,2832004,20/07/2022,400m,outdoor,45.02,seconds,3,Semi-finals,WC,Eugene OR,1,NULL
1350760,142291,3148209,07/08/2024,400m,outdoor,43.74,seconds,3,Finals,OG,Paris,1,NULL
1350760,142291,3147524,04/08/2024,400m,outdoor,44.56,seconds,1,Heats,OG,Paris,1,NULL
1350760,126941,2831297,17/07/2022,400m,outdoor,45.82,seconds,2,Heats,WC,Eugene OR,1,NULL
1349486,135095,3022321,01/03/2024,1500m,indoor,231.44,seconds,7,Heats,WC,Glasgow,1,NULL
1348928,142291,3148762,11/08/2024,Marathon,outdoor,9029,seconds,32,Finals,OG,Paris,1,NULL
1348928,134640,2993946,01/10/2023,Half Marathon,outdoor,4208,seconds,15,Finals,WC,Rīga,1,NULL
1329006,134418,2988077,20/08/2023,400m,outdoor,52.73,seconds,7,Heats,WC,Budapest,1,NULL
1327955,134640,2994011,01/10/2023,Half Marathon,outdoor,4015,seconds,74,Finals,WC,Rīga,1,NULL
1351990,142291,3148594,09/08/2024,Triple Jump,outdoor,17.61,metres,4,Finals,OG,Paris,1,-0.9
1351990,134418,2988008,19/08/2023,Triple Jump,outdoor,17.7,metres,1,Quarter-finals,WC,Budapest,1,-0.2
1350512,142291,3147954,06/08/2024,110m Hurdles,outdoor,13.62,seconds,5,Quarter-finals,OG,Paris,1,0.2
1350512,142291,3147156,04/08/2024,110m Hurdles,outdoor,13.6,seconds,7,Heats,OG,Paris,1,1.1
1350134,134640,2993946,01/10/2023,Half Marathon,outdoor,4625,seconds,53,Finals,WC,Rīga,1,NULL
1347393,142291,3147135,03/08/2024,100m,outdoor,10.62,seconds,4,Single race,OG,Paris,1,0.1
1327706,134640,2994011,01/10/2023,Half Marathon,outdoor,4100,seconds,79,Finals,WC,Rīga,1,NULL
1327274,126941,2830239,15/07/2022,100m,outdoor,10.49,seconds,1,Single race,WC,Eugene OR,1,0.5
1327274,126941,2830539,15/07/2022,100m,outdoor,10.51,seconds,7,Heats,WC,Eugene OR,1,1.1
1327274,142291,3147517,05/08/2024,200m,outdoor,20.87,seconds,6,Heats,OG,Paris,1,-0.1
1327007,126941,2832015,20/07/2022,3000m Steeplechase,outdoor,534.61,seconds,2,Finals,WC,Eugene OR,1,NULL
1327007,126941,2830562,16/07/2022,3000m Steeplechase,outdoor,551.25,seconds,2,Heats,WC,Eugene OR,1,NULL
1323230,134418,2988050,19/08/2023,20km Walk,outdoor,5008,seconds,30,Finals,WC,Budapest,1,NULL
1308881,142291,3148595,09/08/2024,10000m,outdoor,1999.92,seconds,23,Finals,OG,Paris,1,NULL
1308881,134418,2988590,23/08/2023,5000m,outdoor,921.94,seconds,14,Heats,WC,Budapest,1,NULL
1308481,142291,3147525,05/08/2024,400m,outdoor,51.65,seconds,6,Heats,OG,Paris,1,NULL
1308481,142291,3147905,06/08/2024,400m,outdoor,50.59,seconds,1,Quarter-finals,OG,Paris,1,NULL
1308481,142291,3148099,07/08/2024,400m,outdoor,51.05,seconds,6,Semi-finals,OG,Paris,1,NULL
1308320,134418,2988071,20/08/2023,110m Hurdles,outdoor,14.39,seconds,8,Heats,WC,Budapest,1,0
1305289,142291,3147269,05/08/2024,400m Hurdles,outdoor,53.62,seconds,6,Heats,OG,Paris,1,NULL
1179631,126941,2832217,23/07/2022,Javelin Throw,outdoor,90.54,metres,1,Finals,WC,Eugene OR,1,NULL
1179631,126941,2832169,21/07/2022,Javelin Throw,outdoor,89.91,metres,1,Quarter-finals,WC,Eugene OR,1,NULL
1304509,134418,2988578,23/08/2023,200m,outdoor,23.47,seconds,6,Heats,WC,Budapest,1,-0.4
1298637,134418,2988592,23/08/2023,Pole Vault,outdoor,4.5,metres,9,Finals,WC,Budapest,1,NULL
1308716,126941,2832085,21/07/2022,800m,outdoor,105.42,seconds,3,Semi-finals,WC,Eugene OR,1,NULL
1308716,126941,2832016,20/07/2022,800m,outdoor,106.45,seconds,3,Heats,WC,Eugene OR,1,NULL
1308716,134418,2988794,24/08/2023,800m,outdoor,103.83,seconds,1,Semi-finals,WC,Budapest,1,NULL
1308716,134418,2988837,26/08/2023,800m,outdoor,104.53,seconds,2,Finals,WC,Budapest,1,NULL
1308716,142291,3148726,10/08/2024,800m,outdoor,101.19,seconds,1,Finals,OG,Paris,1,NULL
1308716,134418,2988487,22/08/2023,800m,outdoor,104.92,seconds,1,Heats,WC,Budapest,1,NULL
1308716,142291,3148496,09/08/2024,800m,outdoor,103.32,seconds,1,Semi-finals,OG,Paris,1,NULL
1308674,112541,2658099,30/07/2021,10000m,outdoor,1721.42,seconds,20,Finals,OG,Tokyo,1,NULL
1308416,134418,2988009,19/08/2023,10000m,outdoor,2154.18,seconds,21,Finals,WC,Budapest,1,NULL
1307874,134418,2988487,22/08/2023,800m,outdoor,111.66,seconds,8,Heats,WC,Budapest,1,NULL
1303009,134418,2988803,25/08/2023,High Jump,outdoor,1.85,metres,23,Quarter-finals,WC,Budapest,1,NULL
1298709,134418,2988075,20/08/2023,10000m,outdoor,1710.76,seconds,18,Finals,WC,Budapest,1,NULL
1298709,142291,3148725,10/08/2024,Marathon,outdoor,8054,seconds,52,Finals,OG,Paris,1,NULL
1298440,135095,3010888,03/03/2024,1500m,indoor,218.35,seconds,8,Finals,WC,Glasgow,1,NULL
1298440,135095,3022321,01/03/2024,1500m,indoor,219.63,seconds,2,Heats,WC,Glasgow,1,NULL
1298440,142291,3147061,02/08/2024,1500m,outdoor,216.8,seconds,8,Heats,OG,Paris,1,NULL
1298440,142291,3147136,03/08/2024,1500m,outdoor,213.58,seconds,4,Quarter-finals,OG,Paris,1,NULL
1298197,135095,3010171,01/03/2024,800m,indoor,107.38,seconds,4,Heats,WC,Glasgow,1,NULL
1298197,134418,2988487,22/08/2023,800m,outdoor,105.89,seconds,4,Heats,WC,Budapest,1,NULL
1296500,123073,2753510,18/03/2022,3000m,indoor,480.07,seconds,10,Heats,WC,Beograd,1,NULL
1295605,142291,3147525,05/08/2024,400m,outdoor,51.58,seconds,4,Heats,OG,Paris,1,NULL
1295605,142291,3147905,06/08/2024,400m,outdoor,50.66,seconds,2,Quarter-finals,OG,Paris,1,NULL
1295605,142291,3148099,07/08/2024,400m,outdoor,51.6,seconds,8,Semi-finals,OG,Paris,1,NULL
1295605,126941,2830856,17/07/2022,400m,outdoor,53.3,seconds,7,Heats,WC,Eugene OR,1,NULL
1349971,112541,2659304,06/08/2021,20km Walk,outdoor,5858,seconds,32,Finals,OG,Tokyo,1,NULL
1349971,112579,2659391,06/08/2021,20km Walk,outdoor,5858,seconds,32,Finals,OG,Sapporo,1,NULL
1349396,142291,3148215,07/08/2024,Triple Jump,outdoor,16.16,metres,30,Quarter-finals,OG,Paris,1,-0.8
1347450,142291,3148214,07/08/2024,5000m,outdoor,849.06,seconds,6,Heats,OG,Paris,1,NULL
1347450,142291,3148693,10/08/2024,5000m,outdoor,798.67,seconds,9,Finals,OG,Paris,1,NULL
1346297,134418,2988729,24/08/2023,200m,outdoor,20.02,seconds,2,Semi-finals,WC,Budapest,1,-0.1
1346297,134418,2988735,25/08/2023,200m,outdoor,20.23,seconds,7,Finals,WC,Budapest,1,-0.2
1346297,134418,2988613,23/08/2023,200m,outdoor,20.14,seconds,2,Heats,WC,Budapest,1,-0.1
1346297,142291,3148199,07/08/2024,200m,outdoor,20.09,seconds,2,Semi-finals,OG,Paris,1,-0.1
1346297,142291,3148366,08/08/2024,200m,outdoor,20.02,seconds,5,Finals,OG,Paris,1,0.4
1346297,126941,2831654,18/07/2022,200m,outdoor,20.01,seconds,1,Heats,WC,Eugene OR,1,0.5
1346297,126941,2831748,19/07/2022,200m,outdoor,19.91,seconds,1,Semi-finals,WC,Eugene OR,1,-0.1
1346297,142291,3147517,05/08/2024,200m,outdoor,20.04,seconds,2,Heats,OG,Paris,1,0.2
1346297,142291,3147524,04/08/2024,400m,outdoor,45.11,seconds,5,Heats,OG,Paris,1,NULL
1346297,126941,2832078,21/07/2022,200m,outdoor,19.93,seconds,5,Finals,WC,Eugene OR,1,0.4
1328771,126941,2832066,21/07/2022,5000m,outdoor,855.59,seconds,18,Heats,WC,Eugene OR,1,NULL
1328771,142291,3148725,10/08/2024,Marathon,outdoor,7901,seconds,33,Finals,OG,Paris,1,NULL
1328414,142291,3147156,04/08/2024,110m Hurdles,outdoor,13.66,seconds,6,Heats,OG,Paris,1,0.1
1328414,135095,3006573,02/03/2024,60m Hurdles,indoor,7.72,seconds,4,Heats,WC,Glasgow,1,NULL
1328414,135095,3004037,02/03/2024,60m Hurdles,indoor,7.68,seconds,5,Semi-finals,WC,Glasgow,1,NULL
1327327,142291,3148199,07/08/2024,200m,outdoor,20.6,seconds,6,Semi-finals,OG,Paris,1,-0.6
1327327,134418,2988613,23/08/2023,200m,outdoor,20.44,seconds,2,Heats,WC,Budapest,1,-0.2
1327327,134418,2988729,24/08/2023,200m,outdoor,20.43,seconds,5,Semi-finals,WC,Budapest,1,0
1327327,142291,3147517,05/08/2024,200m,outdoor,20.41,seconds,3,Heats,OG,Paris,1,-0.1
1370381,123073,2753769,19/03/2022,1500m,indoor,239.5,seconds,8,Heats,WC,Beograd,1,NULL
1367499,142291,3148108,07/08/2024,800m,outdoor,105.62,seconds,4,Heats,OG,Paris,1,NULL
1367499,135095,3010171,01/03/2024,800m,indoor,107.81,seconds,4,Heats,WC,Glasgow,1,NULL
1367499,142291,3148425,08/08/2024,800m,outdoor,109.94,seconds,7,Quarter-finals,OG,Paris,1,NULL
1366173,142291,3148338,08/08/2024,4x100m,outdoor,38.2,seconds,7,Heats,OG,Paris,1,NULL
1366173,134418,2988785,25/08/2023,4x100m,outdoor,38.2,seconds,5,Heats,WC,Budapest,1,NULL
1366173,123073,2754459,20/03/2022,4x400m,indoor,189.55,seconds,4,Heats,WC,Beograd,1,NULL
1365217,134418,2988885,27/08/2023,Marathon,outdoor,8520,seconds,49,Finals,WC,Budapest,1,NULL
1361591,134418,2988813,26/08/2023,Marathon,outdoor,9940,seconds,62,Finals,WC,Budapest,1,NULL
1360278,126941,2832066,21/07/2022,5000m,outdoor,827.65,seconds,14,Heats,WC,Eugene OR,1,NULL
1359855,142291,3146911,01/08/2024,20km Walk,outdoor,4832,seconds,17,Finals,OG,Paris,1,NULL
1356409,142291,3146971,02/08/2024,Hammer Throw,outdoor,79.93,metres,1,Quarter-finals,OG,Paris,1,NULL
1356409,142291,3147155,04/08/2024,Hammer Throw,outdoor,84.12,metres,1,Finals,OG,Paris,1,NULL
1356409,134418,2988081,20/08/2023,Hammer Throw,outdoor,81.25,metres,1,Finals,WC,Budapest,1,NULL
1356409,134418,2988011,19/08/2023,Hammer Throw,outdoor,81.18,metres,1,Quarter-finals,WC,Budapest,1,NULL
1355518,135095,3006573,02/03/2024,60m Hurdles,indoor,7.71,seconds,4,Heats,WC,Glasgow,1,NULL
1355518,135095,3004037,02/03/2024,60m Hurdles,indoor,7.64,seconds,5,Semi-finals,WC,Glasgow,1,NULL
1355518,142291,3147954,06/08/2024,110m Hurdles,outdoor,13.52,seconds,3,Quarter-finals,OG,Paris,1,0.2
1355518,142291,3147156,04/08/2024,110m Hurdles,outdoor,13.54,seconds,6,Heats,OG,Paris,1,0.3
1353260,134640,2994011,01/10/2023,Half Marathon,outdoor,4007,seconds,72,Finals,WC,Rīga,1,NULL
1352711,112541,2657762,30/07/2021,100m,outdoor,11.76,seconds,2,Single race,OG,Tokyo,1,0.8
1352711,112541,2657908,30/07/2021,100m,outdoor,11.68,seconds,8,Heats,OG,Tokyo,1,-0.1
1352711,142291,3146954,02/08/2024,100m,outdoor,11.91,seconds,8,Heats,OG,Paris,1,0.1
1352711,142291,3147060,02/08/2024,100m,outdoor,11.78,seconds,2,Single race,OG,Paris,1,0.2
1298637,134418,2988372,21/08/2023,Pole Vault,outdoor,4.65,metres,6,Quarter-finals,WC,Budapest,1,NULL
1298476,134640,2994011,01/10/2023,Half Marathon,outdoor,3687,seconds,23,Finals,WC,Rīga,1,NULL
1298028,126941,2831297,17/07/2022,400m,outdoor,47.36,seconds,6,Heats,WC,Eugene OR,1,NULL
1294877,142291,3147505,04/08/2024,800m,outdoor,118.47,seconds,4,Semi-finals,OG,Paris,1,NULL
1294877,142291,3146986,02/08/2024,800m,outdoor,118.83,seconds,3,Heats,OG,Paris,1,NULL
1294298,142291,3147057,02/08/2024,Triple Jump,outdoor,13.96,metres,17,Quarter-finals,OG,Paris,1,-0.3
1293899,81430,2402868,03/10/2019,1500m,outdoor,228.98,seconds,14,Heats,WC,Doha,1,NULL
1293899,112541,2659019,03/08/2021,1500m,outdoor,231.78,seconds,13,Heats,OG,Tokyo,1,NULL
1293721,134418,2988086,20/08/2023,Discus Throw,outdoor,58.78,metres,19,Quarter-finals,WC,Budapest,1,NULL
1292144,126941,2830855,17/07/2022,10000m,outdoor,1653.57,seconds,8,Finals,WC,Eugene OR,1,NULL
1292144,142291,3147079,02/08/2024,10000m,outdoor,1610.83,seconds,11,Finals,OG,Paris,1,NULL
1291700,142291,3147156,04/08/2024,110m Hurdles,outdoor,13.63,seconds,5,Heats,OG,Paris,1,0.7
1291700,142291,3147954,06/08/2024,110m Hurdles,outdoor,13.67,seconds,5,Quarter-finals,OG,Paris,1,-1.1
1290437,126941,2830558,15/07/2022,20km Walk,outdoor,5323,seconds,33,Finals,WC,Eugene OR,1,NULL
1290437,142291,3146911,01/08/2024,20km Walk,outdoor,5012,seconds,35,Finals,OG,Paris,1,NULL
1290437,112579,2659274,05/08/2021,20km Walk,outdoor,5275,seconds,36,Finals,OG,Sapporo,1,NULL
1290437,134418,2988050,19/08/2023,20km Walk,outdoor,5162,seconds,40,Finals,WC,Budapest,1,NULL
1287915,134418,2988011,19/08/2023,Hammer Throw,outdoor,74.14,metres,13,Quarter-finals,WC,Budapest,1,NULL
1287915,126941,2830350,15/07/2022,Hammer Throw,outdoor,74.02,metres,17,Quarter-finals,WC,Eugene OR,1,NULL
1287915,142291,3146971,02/08/2024,Hammer Throw,outdoor,77.78,metres,2,Quarter-finals,OG,Paris,1,NULL
1287915,142291,3147155,04/08/2024,Hammer Throw,outdoor,76.59,metres,9,Finals,OG,Paris,1,NULL
1285768,134640,2994011,01/10/2023,Half Marathon,outdoor,3830,seconds,52,Finals,WC,Rīga,1,NULL
1285768,134418,2988885,27/08/2023,Marathon,outdoor,8113,seconds,29,Finals,WC,Budapest,1,NULL
1285732,142291,3147791,06/08/2024,Long Jump,outdoor,6.45,metres,19,Quarter-finals,OG,Paris,1,0.5
1326284,134418,2988082,20/08/2023,20km Walk,outdoor,5699,seconds,30,Finals,WC,Budapest,1,NULL
1323123,135095,3021806,01/03/2024,60m,indoor,6.69,seconds,3,Heats,WC,Glasgow,1,NULL
1323123,135095,3008244,01/03/2024,60m,indoor,6.73,seconds,8,Semi-finals,WC,Glasgow,1,NULL
1323123,142291,3147135,03/08/2024,100m,outdoor,10.43,seconds,3,Single race,OG,Paris,1,0.6
1323039,142291,3146971,02/08/2024,Hammer Throw,outdoor,71.2,metres,28,Quarter-finals,OG,Paris,1,NULL
1323039,134418,2988011,19/08/2023,Hammer Throw,outdoor,72.23,metres,22,Quarter-finals,WC,Budapest,1,NULL
1308742,142291,3146983,02/08/2024,Shot Put,outdoor,20.65,metres,15,Quarter-finals,OG,Paris,1,NULL
1308694,134418,2988571,23/08/2023,3000m Steeplechase,outdoor,571.82,seconds,9,Heats,WC,Budapest,1,NULL
1308485,134418,2988551,21/08/2023,400m Hurdles,outdoor,49.22,seconds,6,Semi-finals,WC,Budapest,1,NULL
1308485,134418,2988080,20/08/2023,400m Hurdles,outdoor,48.47,seconds,4,Heats,WC,Budapest,1,NULL
1308485,126941,2830552,16/07/2022,400m Hurdles,outdoor,49.64,seconds,3,Heats,WC,Eugene OR,1,NULL
1308485,142291,3148213,07/08/2024,400m Hurdles,outdoor,48.65,seconds,5,Semi-finals,OG,Paris,1,NULL
1308485,142291,3147269,05/08/2024,400m Hurdles,outdoor,48.38,seconds,2,Heats,OG,Paris,1,NULL
1308485,126941,2831501,17/07/2022,400m Hurdles,outdoor,54.18,seconds,8,Semi-finals,WC,Eugene OR,1,NULL
1308141,134418,2988795,24/08/2023,5000m,outdoor,819.67,seconds,13,Heats,WC,Budapest,1,NULL
1308141,142291,3148693,10/08/2024,5000m,outdoor,799.25,seconds,11,Finals,OG,Paris,1,NULL
1308141,135095,3033278,02/03/2024,3000m,indoor,468.18,seconds,8,Finals,WC,Glasgow,1,NULL
1308141,142291,3148214,07/08/2024,5000m,outdoor,848.33,seconds,3,Heats,OG,Paris,1,NULL
1305450,142291,3148109,07/08/2024,Javelin Throw,outdoor,60.49,metres,13,Quarter-finals,OG,Paris,1,NULL
1305450,134418,2988586,23/08/2023,Javelin Throw,outdoor,58.65,metres,16,Quarter-finals,WC,Budapest,1,NULL
1176334,142291,3148401,08/08/2024,Javelin Throw,outdoor,89.45,metres,2,Finals,OG,Paris,1,NULL
1303059,135095,3004411,02/03/2024,Long Jump,indoor,7.73,metres,11,Finals,WC,Glasgow,1,NULL
1303059,142291,3147161,04/08/2024,Long Jump,outdoor,7.87,metres,14,Quarter-finals,OG,Paris,1,1.2
1295605,134418,2988077,20/08/2023,400m,outdoor,52.3,seconds,7,Heats,WC,Budapest,1,NULL
1294387,134418,2988813,26/08/2023,Marathon,outdoor,8773,seconds,5,Finals,WC,Budapest,1,NULL
