AthleteGUID,CompetitionID,EventID,dateid,EventName,Terrain,PerformanceValues,PerformanceUnits,CompPosition,CompRound,CompName,CompVenue,ValidPerformance,EventWind,AthleteName,AthleteGender,Nationality
1159467,134418,2988083,20/08/2023,High Jump,outdoor,2.18,metres,28.0,Quarter-finals,WC,Budapest,1,,Dmytro Nikitin,M         ,UKR
1159168,134418,2988081,20/08/2023,Hammer Throw,outdoor,75.49,metres,10.0,Finals,WC,Budapest,1,,Mihaíl Anastasákis,M         ,GRE
1159168,134418,2988011,19/08/2023,Hammer Throw,outdoor,75.76,metres,8.0,Quarter-finals,WC,Budapest,1,,Mihaíl Anastasákis,M         ,GRE
1159168,126941,2830350,15/07/2022,Hammer Throw,outdoor,72.4,metres,25.0,Quarter-finals,WC,Eugene OR,1,,Mihaíl Anastasákis,M         ,GRE
1159168,142291,3146971,02/08/2024,Hammer Throw,outdoor,70.14,metres,29.0,Quarter-finals,OG,Paris,1,,Mihaíl Anastasákis,M         ,GRE
1159168,112541,2658209,02/08/2021,Hammer Throw,outdoor,73.52,metres,22.0,Quarter-finals,OG,Tokyo,1,,Mihaíl Anastasákis,M         ,GRE
1159168,81430,2449235,01/10/2019,Hammer Throw,outdoor,75.07,metres,13.0,Quarter-finals,WC,Doha,1,,Mihaíl Anastasákis,M         ,GRE
1159151,81430,2457588,01/10/2019,400m Hurdles,outdoor,56.37,seconds,6.0,Heats,WC,Doha,1,,Ronda Whyte,W         ,JAM
1159092,81430,2464389,27/09/2019,3000m Steeplechase,outdoor,613.79,seconds,15.0,Heats,WC,Doha,1,,Tuğba Güvenç,W         ,TUR
1159092,134418,2988571,23/08/2023,3000m Steeplechase,outdoor,590.96,seconds,10.0,Heats,WC,Budapest,1,,Tuğba Güvenç,W         ,TUR
1158897,134418,2988487,22/08/2023,800m,outdoor,106.75,seconds,5.0,Heats,WC,Budapest,1,,Peter Bol,M         ,AUS
1158897,142291,3148425,08/08/2024,800m,outdoor,106.12,seconds,4.0,Quarter-finals,OG,Paris,1,,Peter Bol,M         ,AUS
1158897,142291,3148108,07/08/2024,800m,outdoor,107.5,seconds,7.0,Heats,OG,Paris,1,,Peter Bol,M         ,AUS
1158897,126941,2832016,20/07/2022,800m,outdoor,105.5,seconds,1.0,Heats,WC,Eugene OR,1,,Peter Bol,M         ,AUS
1158897,126941,2832085,21/07/2022,800m,outdoor,105.58,seconds,3.0,Semi-finals,WC,Eugene OR,1,,Peter Bol,M         ,AUS
1158897,126941,2832194,23/07/2022,800m,outdoor,105.51,seconds,7.0,Finals,WC,Eugene OR,1,,Peter Bol,M         ,AUS
1158897,112541,2659112,04/08/2021,800m,outdoor,105.92,seconds,4.0,Finals,OG,Tokyo,1,,Peter Bol,M         ,AUS
1158897,81430,2452402,28/09/2019,800m,outdoor,106.92,seconds,5.0,Heats,WC,Doha,1,,Peter Bol,M         ,AUS
1158897,112541,2658194,01/08/2021,800m,outdoor,104.11,seconds,1.0,Semi-finals,OG,Tokyo,1,,Peter Bol,M         ,AUS
1158897,112541,2658112,31/07/2021,800m,outdoor,104.13,seconds,2.0,Heats,OG,Tokyo,1,,Peter Bol,M         ,AUS
1158866,126941,2831298,17/07/2022,Discus Throw,outdoor,60.59,metres,12.0,Quarter-finals,WC,Eugene OR,1,,Martin Marković,M         ,CRO
1158866,142291,3147514,05/08/2024,Discus Throw,outdoor,62.31,metres,16.0,Quarter-finals,OG,Paris,1,,Martin Marković,M         ,CRO
1158866,134418,2988027,19/08/2023,Discus Throw,outdoor,61.88,metres,26.0,Quarter-finals,WC,Budapest,1,,Martin Marković,M         ,CRO
1158583,81430,2456702,01/10/2019,3000m Steeplechase,outdoor,522.22,seconds,13.0,Heats,WC,Doha,1,,Rantso Mokopane,M         ,RSA
1158454,81430,2379430,30/09/2019,400m,outdoor,50.59,seconds,1.0,Heats,WC,Doha,1,,Moroko Galefele,W         ,BOT
1158454,112541,2658981,03/08/2021,400m,outdoor,55.89,seconds,6.0,Heats,OG,Tokyo,1,,Moroko Galefele,W         ,BOT
1158446,81430,2411836,30/09/2019,Javelin Throw,outdoor,52.51,metres,31.0,Quarter-finals,WC,Doha,1,,Victoria Hudson,W         ,AUT
1158446,112541,2659020,03/08/2021,Javelin Throw,outdoor,58.6,metres,22.0,Quarter-finals,OG,Tokyo,1,,Victoria Hudson,W         ,AUT
1158446,126941,2831931,20/07/2022,Javelin Throw,outdoor,54.05,metres,23.0,Quarter-finals,WC,Eugene OR,1,,Victoria Hudson,W         ,AUT
1158446,142291,3148109,07/08/2024,Javelin Throw,outdoor,59.69,metres,20.0,Quarter-finals,OG,Paris,1,,Victoria Hudson,W         ,AUT
1158446,134418,2988718,25/08/2023,Javelin Throw,outdoor,62.92,metres,5.0,Finals,WC,Budapest,1,,Victoria Hudson,W         ,AUT
1158446,134418,2988586,23/08/2023,Javelin Throw,outdoor,62.96,metres,4.0,Quarter-finals,WC,Budapest,1,,Victoria Hudson,W         ,AUT
1158315,81430,2456702,01/10/2019,3000m Steeplechase,outdoor,499.44,seconds,2.0,Heats,WC,Doha,1,,Benjamin Kigen,M         ,KEN
1158315,112541,2658637,02/08/2021,3000m Steeplechase,outdoor,491.45,seconds,3.0,Finals,OG,Tokyo,1,,Benjamin Kigen,M         ,KEN
1158315,81430,2423702,04/10/2019,3000m Steeplechase,outdoor,486.95,seconds,6.0,Finals,WC,Doha,1,,Benjamin Kigen,M         ,KEN
1158315,112541,2657556,30/07/2021,3000m Steeplechase,outdoor,490.8,seconds,3.0,Heats,OG,Tokyo,1,,Benjamin Kigen,M         ,KEN
1158315,126941,2830540,15/07/2022,3000m Steeplechase,outdoor,502.52,seconds,7.0,Heats,WC,Eugene OR,1,,Benjamin Kigen,M         ,KEN
1158279,81430,2438691,05/10/2019,100m Hurdles,outdoor,14.0,seconds,7.0,Heats,WC,Doha,1,0.3,Adrine Monagi,W         ,PNG
1158180,81430,2439559,27/09/2019,800m,outdoor,122.49,seconds,3.0,Heats,WC,Doha,1,,Hedda Hynne,W         ,NOR
1158180,81430,2464262,28/09/2019,800m,outdoor,121.03,seconds,3.0,Semi-finals,WC,Doha,1,,Hedda Hynne,W         ,NOR
1158180,126941,2832152,21/07/2022,800m,outdoor,126.27,seconds,8.0,Heats,WC,Eugene OR,1,,Hedda Hynne,W         ,NOR
1158180,123073,2753791,19/03/2022,800m,indoor,124.17,seconds,4.0,Heats,WC,Beograd,1,,Hedda Hynne,W         ,NOR
1158180,112541,2658025,30/07/2021,800m,outdoor,120.76,seconds,3.0,Heats,OG,Tokyo,1,,Hedda Hynne,W         ,NOR
1158180,112541,2658146,31/07/2021,800m,outdoor,122.38,seconds,7.0,Semi-finals,OG,Tokyo,1,,Hedda Hynne,W         ,NOR
1158180,134418,2988611,23/08/2023,800m,outdoor,121.0,seconds,4.0,Heats,WC,Budapest,1,,Hedda Hynne,W         ,NOR
1158147,134418,2988795,24/08/2023,5000m,outdoor,847.38,seconds,20.0,Heats,WC,Budapest,1,,Samuel Freire,M         ,CPV
1157989,81430,2438691,05/10/2019,100m Hurdles,outdoor,13.15,seconds,6.0,Heats,WC,Doha,1,0.3,Vanessa Clerveaux,W         ,HAI
1157956,81430,2440657,03/10/2019,Shot Put,outdoor,20.03,metres,23.0,Quarter-finals,WC,Doha,1,,Denzel Comenentia,M         ,NED
1157956,142291,3146971,02/08/2024,Hammer Throw,outdoor,74.31,metres,14.0,Quarter-finals,OG,Paris,1,,Denzel Comenentia,M         ,NED
1157956,134418,2988011,19/08/2023,Hammer Throw,outdoor,70.16,metres,29.0,Quarter-finals,WC,Budapest,1,,Denzel Comenentia,M         ,NED
1157780,126941,2832405,24/07/2022,110m Hurdles,outdoor,14.14,seconds,,,WC,Eugene OR,1,0.4,Jiří Sýkora,M         ,CZE
1167954,142291,3147766,06/08/2024,Javelin Throw,outdoor,81.08,metres,17.0,Quarter-finals,OG,Paris,1,,Alexandru Novac,M         ,ROU
1157780,126941,2832273,24/07/2022,Pole Vault,outdoor,4.6,metres,,,WC,Eugene OR,1,,Jiří Sýkora,M         ,CZE
1157780,126941,2832261,24/07/2022,Discus Throw,outdoor,54.39,metres,,,WC,Eugene OR,1,,Jiří Sýkora,M         ,CZE
1157780,126941,2832231,23/07/2022,400m,outdoor,49.29,seconds,,,WC,Eugene OR,1,,Jiří Sýkora,M         ,CZE
1157780,112541,2658979,04/08/2021,Long Jump,outdoor,7.03,metres,,,OG,Tokyo,1,0.6,Jiří Sýkora,M         ,CZE
1157780,112541,2659091,04/08/2021,400m,outdoor,48.89,seconds,,,OG,Tokyo,1,,Jiří Sýkora,M         ,CZE
1157780,112541,2659083,05/08/2021,110m Hurdles,outdoor,14.48,seconds,,,OG,Tokyo,1,0.0,Jiří Sýkora,M         ,CZE
1187059,142291,3148401,08/08/2024,Javelin Throw,outdoor,80.92,metres,10.0,Finals,OG,Paris,1,,Toni Keränen,M         ,FIN
1157780,112541,2659228,05/08/2021,Pole Vault,outdoor,4.6,metres,,,OG,Tokyo,1,,Jiří Sýkora,M         ,CZE
1157780,126941,2832199,23/07/2022,Long Jump,outdoor,7.14,metres,,,WC,Eugene OR,1,1.2,Jiří Sýkora,M         ,CZE
1157780,112541,2711166,05/08/2021,Discus Throw,outdoor,49.9,metres,,,OG,Tokyo,1,,Jiří Sýkora,M         ,CZE
1157661,142291,3147269,05/08/2024,400m Hurdles,outdoor,49.24,seconds,3.0,Heats,OG,Paris,1,,Kyron McMaster,M         ,IVB
1157661,81430,2461592,30/09/2019,400m Hurdles,outdoor,48.1,seconds,4.0,Finals,WC,Doha,1,,Kyron McMaster,M         ,IVB
1157661,81430,2445944,27/09/2019,400m Hurdles,outdoor,49.6,seconds,1.0,Heats,WC,Doha,1,,Kyron McMaster,M         ,IVB
1157661,112541,2658982,03/08/2021,400m Hurdles,outdoor,47.08,seconds,4.0,Finals,OG,Tokyo,1,,Kyron McMaster,M         ,IVB
1157661,112541,2658153,01/08/2021,400m Hurdles,outdoor,48.26,seconds,1.0,Semi-finals,OG,Tokyo,1,,Kyron McMaster,M         ,IVB
1157661,126941,2830552,16/07/2022,400m Hurdles,outdoor,49.98,seconds,4.0,Heats,WC,Eugene OR,1,,Kyron McMaster,M         ,IVB
1157661,81430,2408480,28/09/2019,400m Hurdles,outdoor,48.4,seconds,3.0,Semi-finals,WC,Doha,1,,Kyron McMaster,M         ,IVB
1157661,112541,2657563,30/07/2021,400m Hurdles,outdoor,48.79,seconds,1.0,Heats,OG,Tokyo,1,,Kyron McMaster,M         ,IVB
1157661,142291,3148213,07/08/2024,400m Hurdles,outdoor,48.15,seconds,1.0,Semi-finals,OG,Paris,1,,Kyron McMaster,M         ,IVB
1157661,142291,3148489,09/08/2024,400m Hurdles,outdoor,47.79,seconds,5.0,Finals,OG,Paris,1,,Kyron McMaster,M         ,IVB
1157661,134418,2988080,20/08/2023,400m Hurdles,outdoor,48.47,seconds,1.0,Heats,WC,Budapest,1,,Kyron McMaster,M         ,IVB
1157661,134418,2988585,23/08/2023,400m Hurdles,outdoor,47.34,seconds,2.0,Finals,WC,Budapest,1,,Kyron McMaster,M         ,IVB
1157661,134418,2988551,21/08/2023,400m Hurdles,outdoor,47.72,seconds,1.0,Semi-finals,WC,Budapest,1,,Kyron McMaster,M         ,IVB
1157589,126941,2830350,15/07/2022,Hammer Throw,outdoor,72.72,metres,24.0,Quarter-finals,WC,Eugene OR,1,,Hilmar Örn Jónsson,M         ,ISL
1157587,142291,3146954,02/08/2024,100m,outdoor,11.5,seconds,7.0,Heats,OG,Paris,1,-0.8,Olivia Fotopoulou,W         ,CYP
1157587,142291,3147159,04/08/2024,200m,outdoor,23.07,seconds,5.0,Heats,OG,Paris,1,0.2,Olivia Fotopoulou,W         ,CYP
1157587,142291,3147268,05/08/2024,200m,outdoor,22.98,seconds,8.0,Semi-finals,OG,Paris,1,0.1,Olivia Fotopoulou,W         ,CYP
1157587,126941,2831666,18/07/2022,200m,outdoor,23.25,seconds,4.0,Heats,WC,Eugene OR,1,1.9,Olivia Fotopoulou,W         ,CYP
1157587,142291,3147259,05/08/2024,200m,outdoor,22.92,seconds,1.0,Quarter-finals,OG,Paris,1,-0.4,Olivia Fotopoulou,W         ,CYP
1157587,134418,2988578,23/08/2023,200m,outdoor,22.65,seconds,3.0,Heats,WC,Budapest,1,-0.7,Olivia Fotopoulou,W         ,CYP
1157587,134418,2988736,24/08/2023,200m,outdoor,22.73,seconds,5.0,Semi-finals,WC,Budapest,1,-0.1,Olivia Fotopoulou,W         ,CYP
1157587,134418,2988098,20/08/2023,100m,outdoor,11.38,seconds,5.0,Heats,WC,Budapest,1,-1.0,Olivia Fotopoulou,W         ,CYP
1157538,134418,2988014,19/08/2023,1500m,outdoor,251.55,seconds,14.0,Heats,WC,Budapest,1,,Elise Vanderelst,W         ,BEL
1157538,135095,3006983,01/03/2024,1500m,indoor,250.15,seconds,5.0,Heats,WC,Glasgow,1,,Elise Vanderelst,W         ,BEL
1157538,142291,3148032,07/08/2024,1500m,outdoor,248.86,seconds,7.0,Quarter-finals,OG,Paris,1,,Elise Vanderelst,W         ,BEL
1157538,142291,3147917,06/08/2024,1500m,outdoor,246.95,seconds,9.0,Heats,OG,Paris,1,,Elise Vanderelst,W         ,BEL
1157538,112541,2659060,04/08/2021,1500m,outdoor,244.86,seconds,11.0,Semi-finals,OG,Tokyo,1,,Elise Vanderelst,W         ,BEL
1157538,112541,2658136,02/08/2021,1500m,outdoor,245.63,seconds,9.0,Heats,OG,Tokyo,1,,Elise Vanderelst,W         ,BEL
1157538,126941,2830557,15/07/2022,1500m,outdoor,250.45,seconds,11.0,Heats,WC,Eugene OR,1,,Elise Vanderelst,W         ,BEL
1157403,81430,2428905,29/09/2019,800m,outdoor,106.87,seconds,8.0,Semi-finals,WC,Doha,1,,Abubaker Haydar Abdalla,M         ,QAT
1157403,112541,2658112,31/07/2021,800m,outdoor,107.45,seconds,6.0,Heats,OG,Tokyo,1,,Abubaker Haydar Abdalla,M         ,QAT
1157403,81430,2452402,28/09/2019,800m,outdoor,106.11,seconds,2.0,Heats,WC,Doha,1,,Abubaker Haydar Abdalla,M         ,QAT
1157403,142291,3148108,07/08/2024,800m,outdoor,108.42,seconds,7.0,Heats,OG,Paris,1,,Abubaker Haydar Abdalla,M         ,QAT
1145797,126941,2832169,21/07/2022,Javelin Throw,outdoor,80.83,metres,10.0,Quarter-finals,WC,Eugene OR,1,,Andrian Mardare,M         ,MDA
1157025,135095,3019834,01/03/2024,Shot Put,indoor,19.97,metres,13.0,Finals,WC,Glasgow,1,,Roger Steen,M         ,USA
1156942,134418,2988086,20/08/2023,Discus Throw,outdoor,58.58,metres,21.0,Quarter-finals,WC,Budapest,1,,Chioma Onyekwere,W         ,NGR
1156942,142291,3146999,02/08/2024,Discus Throw,outdoor,60.78,metres,21.0,Quarter-finals,OG,Paris,1,,Chioma Onyekwere,W         ,NGR
1156942,81430,2383973,02/10/2019,Discus Throw,outdoor,61.38,metres,13.0,Quarter-finals,WC,Doha,1,,Chioma Onyekwere,W         ,NGR
1156942,126941,2831667,18/07/2022,Discus Throw,outdoor,57.87,metres,21.0,Quarter-finals,WC,Eugene OR,1,,Chioma Onyekwere,W         ,NGR
1156327,134418,2988372,21/08/2023,Pole Vault,outdoor,4.35,metres,28.0,Quarter-finals,WC,Budapest,1,,Eléni-Klaoúdia Pólak,W         ,GRE
1156327,142291,3147278,05/08/2024,Pole Vault,outdoor,4.2,metres,27.0,Quarter-finals,OG,Paris,1,,Eléni-Klaoúdia Pólak,W         ,GRE
1156327,126941,2830565,15/07/2022,Pole Vault,outdoor,4.35,metres,22.0,Quarter-finals,WC,Eugene OR,1,,Eléni-Klaoúdia Pólak,W         ,GRE
1156327,112541,2659011,02/08/2021,Pole Vault,outdoor,4.4,metres,19.0,Quarter-finals,OG,Tokyo,1,,Eléni-Klaoúdia Pólak,W         ,GRE
1156126,112541,2658108,30/07/2021,5000m,outdoor,921.65,seconds,15.0,Heats,OG,Tokyo,1,,Isobel Batt-Doyle,W         ,AUS
1156126,142291,3147080,02/08/2024,5000m,outdoor,903.64,seconds,9.0,Heats,OG,Paris,1,,Isobel Batt-Doyle,W         ,AUS
1155906,142291,3147778,06/08/2024,200m,outdoor,20.53,seconds,2.0,Quarter-finals,OG,Paris,1,1.0,Diego Aldo Pettorossi,M         ,ITA
1155906,142291,3147517,05/08/2024,200m,outdoor,20.63,seconds,4.0,Heats,OG,Paris,1,0.2,Diego Aldo Pettorossi,M         ,ITA
1155731,112541,2657556,30/07/2021,3000m Steeplechase,outdoor,500.23,seconds,8.0,Heats,OG,Tokyo,1,,Mason Ferlic,M         ,USA
1155655,112541,2658105,31/07/2021,400m Hurdles,outdoor,54.99,seconds,5.0,Heats,OG,Tokyo,1,,Zurian Hechavarría,W         ,CUB
1155655,112541,2658479,02/08/2021,400m Hurdles,outdoor,55.21,seconds,4.0,Semi-finals,OG,Tokyo,1,,Zurian Hechavarría,W         ,CUB
1155655,81430,2418099,02/10/2019,400m Hurdles,outdoor,55.03,seconds,4.0,Semi-finals,WC,Doha,1,,Zurian Hechavarría,W         ,CUB
1260442,134418,2988973,27/08/2023,Javelin Throw,outdoor,80.75,metres,9.0,Finals,WC,Budapest,1,,Dawid Wegner,M         ,POL
1098765,134418,2988796,25/08/2023,Javelin Throw,outdoor,80.75,metres,8.0,Quarter-finals,WC,Budapest,1,,Ihab Abdelrahman,M         ,EGY
1247116,142291,3147766,06/08/2024,Javelin Throw,outdoor,80.73,metres,18.0,Quarter-finals,OG,Paris,1,,Kishore Kumar Jena,M         ,IND
1115513,126941,2832217,23/07/2022,Javelin Throw,outdoor,80.69,metres,9.0,Finals,WC,Eugene OR,1,,Genki Dean,M         ,JPN
1161956,81430,2459599,28/09/2019,100m,outdoor,11.96,seconds,7.0,Heats,WC,Doha,1,-0.2,Andrea Purica,W         ,VEN
1161505,142291,3147517,05/08/2024,200m,outdoor,20.53,seconds,4.0,Heats,OG,Paris,1,-0.1,Andrew Hudson,M         ,JAM
1161505,142291,3147778,06/08/2024,200m,outdoor,20.55,seconds,2.0,Quarter-finals,OG,Paris,1,0.3,Andrew Hudson,M         ,JAM
1161505,134418,2988613,23/08/2023,200m,outdoor,20.25,seconds,2.0,Heats,WC,Budapest,1,-0.1,Andrew Hudson,M         ,JAM
1161505,134418,2988729,24/08/2023,200m,outdoor,20.38,seconds,5.0,Semi-finals,WC,Budapest,1,-0.1,Andrew Hudson,M         ,JAM
1161505,134418,2988735,25/08/2023,200m,outdoor,20.4,seconds,8.0,Finals,WC,Budapest,1,-0.2,Andrew Hudson,M         ,JAM
1161474,142291,3147160,04/08/2024,400m Hurdles,outdoor,55.51,seconds,5.0,Heats,OG,Paris,1,,Naomi Van Den Broeck,W         ,BEL
1161474,142291,3147536,05/08/2024,400m Hurdles,outdoor,55.11,seconds,2.0,Quarter-finals,OG,Paris,1,,Naomi Van Den Broeck,W         ,BEL
1161474,142291,3147918,06/08/2024,400m Hurdles,outdoor,54.94,seconds,6.0,Semi-finals,OG,Paris,1,,Naomi Van Den Broeck,W         ,BEL
1161474,126941,2830856,17/07/2022,400m,outdoor,53.16,seconds,7.0,Heats,WC,Eugene OR,1,,Naomi Van Den Broeck,W         ,BEL
1161416,81430,2452402,28/09/2019,800m,outdoor,107.91,seconds,6.0,Heats,WC,Doha,1,,Edose Ibadin,M         ,NGR
1161416,142291,3148108,07/08/2024,800m,outdoor,106.56,seconds,6.0,Heats,OG,Paris,1,,Edose Ibadin,M         ,NGR
1161416,135095,3010171,01/03/2024,800m,indoor,108.21,seconds,5.0,Heats,WC,Glasgow,1,,Edose Ibadin,M         ,NGR
1161416,142291,3148425,08/08/2024,800m,outdoor,109.09,seconds,7.0,Quarter-finals,OG,Paris,1,,Edose Ibadin,M         ,NGR
1161322,81430,2419436,28/09/2019,Pole Vault,outdoor,5.45,metres,26.0,Quarter-finals,WC,Doha,1,,Alioune Sène,M         ,FRA
1161282,81430,2422567,04/10/2019,1500m,outdoor,216.72,seconds,5.0,Semi-finals,WC,Doha,1,,Kalle Berglund,M         ,SWE
1161282,81430,2402868,03/10/2019,1500m,outdoor,216.19,seconds,3.0,Heats,WC,Doha,1,,Kalle Berglund,M         ,SWE
1161282,112541,2659019,03/08/2021,1500m,outdoor,229.43,seconds,12.0,Heats,OG,Tokyo,1,,Kalle Berglund,M         ,SWE
1155655,81430,2457588,01/10/2019,400m Hurdles,outdoor,55.36,seconds,2.0,Heats,WC,Doha,1,,Zurian Hechavarría,W         ,CUB
1155655,134418,2988228,21/08/2023,400m Hurdles,outdoor,56.43,seconds,6.0,Heats,WC,Budapest,1,,Zurian Hechavarría,W         ,CUB
1154970,112541,2658153,01/08/2021,400m Hurdles,outdoor,48.67,seconds,3.0,Semi-finals,OG,Tokyo,1,,Dave Kendziera,M         ,USA
1154970,112541,2657563,30/07/2021,400m Hurdles,outdoor,49.23,seconds,4.0,Heats,OG,Tokyo,1,,Dave Kendziera,M         ,USA
1154953,112541,2658025,30/07/2021,800m,outdoor,119.97,seconds,1.0,Heats,OG,Tokyo,1,,Jemma Reekie,W         ,GBR
1154953,142291,3146986,02/08/2024,800m,outdoor,120.0,seconds,1.0,Heats,OG,Paris,1,,Jemma Reekie,W         ,GBR
1154953,112541,2658146,31/07/2021,800m,outdoor,119.77,seconds,2.0,Semi-finals,OG,Tokyo,1,,Jemma Reekie,W         ,GBR
1154953,81430,2419974,02/10/2019,1500m,outdoor,252.51,seconds,10.0,Heats,WC,Doha,1,,Jemma Reekie,W         ,GBR
1154953,112541,2658994,03/08/2021,800m,outdoor,116.9,seconds,4.0,Finals,OG,Tokyo,1,,Jemma Reekie,W         ,GBR
1154953,142291,3147505,04/08/2024,800m,outdoor,118.01,seconds,5.0,Semi-finals,OG,Paris,1,,Jemma Reekie,W         ,GBR
1154953,126941,2832152,21/07/2022,800m,outdoor,119.09,seconds,2.0,Heats,WC,Eugene OR,1,,Jemma Reekie,W         ,GBR
1154953,126941,2832173,22/07/2022,800m,outdoor,120.43,seconds,5.0,Semi-finals,WC,Eugene OR,1,,Jemma Reekie,W         ,GBR
1154953,134418,2988801,25/08/2023,800m,outdoor,120.28,seconds,1.0,Semi-finals,WC,Budapest,1,,Jemma Reekie,W         ,GBR
1154953,134418,2988611,23/08/2023,800m,outdoor,119.71,seconds,2.0,Heats,WC,Budapest,1,,Jemma Reekie,W         ,GBR
1154953,135095,3024185,01/03/2024,800m,indoor,119.45,seconds,1.0,Heats,WC,Glasgow,1,,Jemma Reekie,W         ,GBR
1154953,135095,3025225,03/03/2024,800m,indoor,122.72,seconds,2.0,Finals,WC,Glasgow,1,,Jemma Reekie,W         ,GBR
1154953,135095,3034253,02/03/2024,800m,indoor,118.28,seconds,1.0,Semi-finals,WC,Glasgow,1,,Jemma Reekie,W         ,GBR
1154953,134418,2988981,27/08/2023,800m,outdoor,117.72,seconds,5.0,Finals,WC,Budapest,1,,Jemma Reekie,W         ,GBR
1154920,123073,2753731,19/03/2022,Pole Vault,indoor,4.8,metres,,Heats,WC,Beograd,1,,Jorge Ureña,M         ,ESP
1154920,123073,2753591,18/03/2022,High Jump,indoor,2.05,metres,,Heats,WC,Beograd,1,,Jorge Ureña,M         ,ESP
1154920,123073,2753560,18/03/2022,Long Jump,indoor,7.33,metres,,Heats,WC,Beograd,1,,Jorge Ureña,M         ,ESP
1154920,112541,2659228,05/08/2021,Pole Vault,outdoor,4.9,metres,,,OG,Tokyo,1,,Jorge Ureña,M         ,ESP
1161282,81430,2468758,06/10/2019,1500m,outdoor,213.7,seconds,9.0,Finals,WC,Doha,1,,Kalle Berglund,M         ,SWE
1160786,112541,2658108,30/07/2021,5000m,outdoor,933.39,seconds,17.0,Heats,OG,Tokyo,1,,Julie-Anne Staehli,W         ,CAN
1160786,134418,2988590,23/08/2023,5000m,outdoor,924.09,seconds,15.0,Heats,WC,Budapest,1,,Julie-Anne Staehli,W         ,CAN
1160502,126941,2830540,15/07/2022,3000m Steeplechase,outdoor,498.34,seconds,1.0,Heats,WC,Eugene OR,1,,Hailemariyam Amare,M         ,ETH
1160502,126941,2831659,18/07/2022,3000m Steeplechase,outdoor,511.54,seconds,10.0,Finals,WC,Eugene OR,1,,Hailemariyam Amare,M         ,ETH
1160426,142291,3147080,02/08/2024,5000m,outdoor,950.86,seconds,19.0,Heats,OG,Paris,1,,Wakana Kabasawa,W         ,JPN
1160037,112541,2658144,01/08/2021,Long Jump,outdoor,6.12,metres,27.0,Quarter-finals,OG,Tokyo,1,0.9,Natalie Aranda,W         ,PAN
1159777,112541,2657563,30/07/2021,400m Hurdles,outdoor,48.6,seconds,1.0,Heats,OG,Tokyo,1,,Rai Benjamin,M         ,USA
1159777,126941,2830552,16/07/2022,400m Hurdles,outdoor,49.06,seconds,1.0,Heats,WC,Eugene OR,1,,Rai Benjamin,M         ,USA
1159777,81430,2408480,28/09/2019,400m Hurdles,outdoor,48.52,seconds,1.0,Semi-finals,WC,Doha,1,,Rai Benjamin,M         ,USA
1159777,112541,2658153,01/08/2021,400m Hurdles,outdoor,47.37,seconds,2.0,Semi-finals,OG,Tokyo,1,,Rai Benjamin,M         ,USA
1159777,112541,2658982,03/08/2021,400m Hurdles,outdoor,46.17,seconds,2.0,Finals,OG,Tokyo,1,,Rai Benjamin,M         ,USA
1159777,126941,2831501,17/07/2022,400m Hurdles,outdoor,48.44,seconds,1.0,Semi-finals,WC,Eugene OR,1,,Rai Benjamin,M         ,USA
1159777,81430,2445944,27/09/2019,400m Hurdles,outdoor,49.62,seconds,1.0,Heats,WC,Doha,1,,Rai Benjamin,M         ,USA
1159777,81430,2461592,30/09/2019,400m Hurdles,outdoor,47.66,seconds,2.0,Finals,WC,Doha,1,,Rai Benjamin,M         ,USA
1159777,142291,3147269,05/08/2024,400m Hurdles,outdoor,48.82,seconds,1.0,Heats,OG,Paris,1,,Rai Benjamin,M         ,USA
1159777,126941,2831738,19/07/2022,400m Hurdles,outdoor,46.89,seconds,2.0,Finals,WC,Eugene OR,1,,Rai Benjamin,M         ,USA
1159777,142291,3148213,07/08/2024,400m Hurdles,outdoor,47.85,seconds,1.0,Semi-finals,OG,Paris,1,,Rai Benjamin,M         ,USA
1159777,142291,3148489,09/08/2024,400m Hurdles,outdoor,46.46,seconds,1.0,Finals,OG,Paris,1,,Rai Benjamin,M         ,USA
1159777,134418,2988585,23/08/2023,400m Hurdles,outdoor,47.56,seconds,3.0,Finals,WC,Budapest,1,,Rai Benjamin,M         ,USA
1159777,134418,2988551,21/08/2023,400m Hurdles,outdoor,47.24,seconds,1.0,Semi-finals,WC,Budapest,1,,Rai Benjamin,M         ,USA
1158684,142291,3148426,08/08/2024,High Jump,outdoor,1.77,metres,,Heats,OG,Paris,1,,Kate O'Connor,W         ,IRL
1158684,142291,3148510,09/08/2024,Javelin Throw,outdoor,50.36,metres,,Heats,OG,Paris,1,,Kate O'Connor,W         ,IRL
1158684,142291,3148497,09/08/2024,800m,outdoor,133.25,seconds,,Heats,OG,Paris,1,,Kate O'Connor,W         ,IRL
1158684,142291,3148386,08/08/2024,100m Hurdles,outdoor,14.08,seconds,,Heats,OG,Paris,1,0.1,Kate O'Connor,W         ,IRL
1158684,142291,3148289,08/08/2024,200m,outdoor,24.77,seconds,,Heats,OG,Paris,1,0.2,Kate O'Connor,W         ,IRL
1158684,142291,3148294,08/08/2024,Shot Put,outdoor,13.79,metres,,Heats,OG,Paris,1,,Kate O'Connor,W         ,IRL
1158667,112541,2659019,03/08/2021,1500m,outdoor,217.53,seconds,11.0,Heats,OG,Tokyo,1,,Baptiste Mischler,M         ,FRA
